"","county_desc","precinct_abbrv","vtd_abbrv","party_cd","race_code","ethnic_code","sex_code","age","actual_voters","total_voters","non_voters"
"320058","CATAWBA","21","21","REP","U","UN","U","Age 41 - 65",2,2,0
"320059","CHATHAM","21","21","REP","U","UN","U","Age 41 - 65",4,5,1
"320080","CATAWBA","23","23","REP","U","UN","U","Age 41 - 65",5,6,1
"320094","CATAWBA","24","24","REP","U","UN","U","Age 41 - 65",2,2,0
"320095","CHATHAM","24","24","REP","U","UN","U","Age 41 - 65",3,3,0
"320106","CATAWBA","25","25","REP","U","UN","U","Age 41 - 65",1,1,0
"320112","CATAWBA","26","26","REP","U","UN","U","Age 41 - 65",2,2,0
"320119","CATAWBA","27","27","REP","U","UN","U","Age 41 - 65",3,3,0
"320124","CATAWBA","28","28","REP","U","UN","U","Age 41 - 65",1,2,1
"320138","CHATHAM","3","3","REP","U","UN","U","Age 41 - 65",4,4,0
"320139","CATAWBA","30","30","REP","U","UN","U","Age 41 - 65",1,1,0
"320140","CHATHAM","30","30","REP","U","UN","U","Age 41 - 65",5,5,0
"320149","CATAWBA","31","31","REP","U","UN","U","Age 41 - 65",4,4,0
"320152","ROBESON","32A","31","REP","U","UN","U","Age 41 - 65",1,1,0
"320153","CATAWBA","32","32","REP","U","UN","U","Age 41 - 65",1,1,0
"320157","CATAWBA","33","33","REP","U","UN","U","Age 41 - 65",4,4,0
"320164","CATAWBA","34","34","REP","U","UN","U","Age 41 - 65",4,4,0
"320168","CATAWBA","35","35","REP","U","UN","U","Age 41 - 65",1,2,1
"320172","CATAWBA","36","36","REP","U","UN","U","Age 41 - 65",1,1,0
"320175","CATAWBA","37","37","REP","U","UN","U","Age 41 - 65",3,4,1
"320186","CATAWBA","39","39","REP","U","UN","U","Age 41 - 65",2,2,0
"320193","CATAWBA","40","40","REP","U","UN","U","Age 41 - 65",2,2,0
"320196","CATAWBA","41","41","REP","U","UN","U","Age 41 - 65",2,4,2
"320199","CHATHAM","42","42","REP","U","UN","U","Age 41 - 65",2,2,0
"320209","CHATHAM","45","45","REP","U","UN","U","Age 41 - 65",3,3,0
"320219","GATES","4N","4N","REP","U","UN","U","Age 41 - 65",1,2,1
"320220","GATES","4S","4S","REP","U","UN","U","Age 41 - 65",2,2,0
"320221","GATES","5","5","REP","U","UN","U","Age 41 - 65",1,2,1
"320240","CHATHAM","6","6","REP","U","UN","U","Age 41 - 65",1,1,0
"320267","CHATHAM","75","75","REP","U","UN","U","Age 41 - 65",12,12,0
"320269","CHATHAM","78","78","REP","U","UN","U","Age 41 - 65",6,7,1
"320275","CHATHAM","85","85","REP","U","UN","U","Age 41 - 65",3,3,0
"320276","CHATHAM","9","9","REP","U","UN","U","Age 41 - 65",2,3,1
"320286","CHEROKEE","ANNW","ANNW","REP","U","UN","U","Age 41 - 65",1,1,0
"320299","ONSLOW","BC21","BC21","REP","U","UN","U","Age 41 - 65",3,3,0
"320313","ONSLOW","BM08","BM08","REP","U","UN","U","Age 41 - 65",4,6,2
"320316","LINCOLN","BS26","BS26","REP","U","UN","U","Age 41 - 65",1,1,0
"320319","DUPLIN","CALY","CALY","REP","U","UN","U","Age 41 - 65",1,1,0
"320343","LINCOLN","CF19","CF19","REP","U","UN","U","Age 41 - 65",3,3,0
"320344","DUPLIN","CFRK","CFRK","REP","U","UN","U","Age 41 - 65",1,1,0
"320349","DUPLIN","CHIN","CHIN","REP","U","UN","U","Age 41 - 65",2,2,0
"320354","ONSLOW","CL10","CL10","REP","U","UN","U","Age 41 - 65",1,2,1
"320359","NORTHAMPTON","CONWAY","CONWAY","REP","U","UN","U","Age 41 - 65",1,1,0
"320360","ONSLOW","CR07","CR07","REP","U","UN","U","Age 41 - 65",1,2,1
"320367","VANCE","CC","DABN","REP","U","UN","U","Age 41 - 65",3,3,0
"320368","LINCOLN","DN29","DN29","REP","U","UN","U","Age 41 - 65",1,1,0
"320373","LINCOLN","DW28","DW28","REP","U","UN","U","Age 41 - 65",3,5,2
"320375","GRAHAM","EAST","EAST","REP","U","UN","U","Age 41 - 65",3,3,0
"320380","VANCE","EH1","EH1","REP","U","UN","U","Age 41 - 65",1,1,0
"320384","ONSLOW","EN03","EN03","REP","U","UN","U","Age 41 - 65",4,5,1
"320389","CHATHAM","ESC114","ESC114","REP","U","UN","U","Age 41 - 65",4,5,1
"320401","ONSLOW","FS16","FS16","REP","U","UN","U","Age 41 - 65",3,3,0
"320439","NORTHAMPTON","GARYSB","GARYSB","REP","U","UN","U","Age 41 - 65",1,1,0
"320440","ONSLOW","GB12","GB12","REP","U","UN","U","Age 41 - 65",1,2,1
"320446","DUPLIN","GLIS","GLIS","REP","U","UN","U","Age 41 - 65",1,1,0
"320472","CHEROKEE","HIWA","HIWA","REP","U","UN","U","Age 41 - 65",1,1,0
"320473","ONSLOW","HN14","HN14","REP","U","UN","U","Age 41 - 65",1,2,1
"320474","ONSLOW","HR17","HR17","REP","U","UN","U","Age 41 - 65",1,1,0
"320476","ONSLOW","HU20","HU20","REP","U","UN","U","Age 41 - 65",2,5,3
"320478","LINCOLN","HC33","HV07","REP","U","UN","U","Age 41 - 65",1,2,1
"320482","LINCOLN","IS20","IS20","REP","U","UN","U","Age 41 - 65",1,1,0
"320483","LINCOLN","IS23","IS23","REP","U","UN","U","Age 41 - 65",2,3,1
"320485","ONSLOW","JA01","JA01","REP","U","UN","U","Age 41 - 65",4,4,0
"320491","DUPLIN","KENA","KENA","REP","U","UN","U","Age 41 - 65",2,2,0
"320493","VANCE","KITT","KITT","REP","U","UN","U","Age 41 - 65",2,2,0
"320502","CASWELL","LEAS","LEAS","REP","U","UN","U","Age 41 - 65",1,1,0
"320503","LINCOLN","LI14","LI14","REP","U","UN","U","Age 41 - 65",2,2,0
"320507","CASWELL","LOCU","LOCU","REP","U","UN","U","Age 41 - 65",1,2,1
"320510","LINCOLN","LW31","LW31","REP","U","UN","U","Age 41 - 65",2,2,0
"320522","CHATHAM","MCH110","MCH110","REP","U","UN","U","Age 41 - 65",9,13,4
"320530","VANCE","MIDD","MIDD","REP","U","UN","U","Age 41 - 65",3,3,0
"320538","ONSLOW","MT24","MT24","REP","U","UN","U","Age 41 - 65",1,1,0
"320545","LINCOLN","NB35","NB09","REP","U","UN","U","Age 41 - 65",1,1,0
"320550","ONSLOW","NE22A","NE22","REP","U","UN","U","Age 41 - 65",1,1,0
"320551","ONSLOW","NE22B","NE22","REP","U","UN","U","Age 41 - 65",3,5,2
"320560","ONSLOW","NR02","NR02","REP","U","UN","U","Age 41 - 65",1,1,0
"320562","CHATHAM","NWM117","NWM117","REP","U","UN","U","Age 41 - 65",8,9,1
"320564","LINCOLN","OB21","OB21","REP","U","UN","U","Age 41 - 65",2,2,0
"320567","JONES","P01","P01","REP","U","UN","U","Age 41 - 65",1,1,0
"320568","JONES","P03","P03","REP","U","UN","U","Age 41 - 65",1,1,0
"320571","BLADEN","P30","P30","REP","U","UN","U","Age 41 - 65",1,1,0
"320572","BLADEN","P70","P70","REP","U","UN","U","Age 41 - 65",1,1,0
"320578","CASWELL","PELH","PELH","REP","U","UN","U","Age 41 - 65",1,1,0
"320580","CHATHAM","PIT113","PIT113","REP","U","UN","U","Age 41 - 65",14,17,3
"320637","WILSON","PRBL","PRBL","REP","U","UN","U","Age 41 - 65",2,2,0
"320640","WILSON","PRSA","PRSA","REP","U","UN","U","Age 41 - 65",1,1,0
"320643","WILSON","PRTA","PRTA","REP","U","UN","U","Age 41 - 65",2,2,0
"320645","WILSON","PRWA","PRWA","REP","U","UN","U","Age 41 - 65",2,2,0
"320646","WILSON","PRWC","PRWC","REP","U","UN","U","Age 41 - 65",1,1,0
"320647","WILSON","PRWD","PRWD","REP","U","UN","U","Age 41 - 65",1,1,0
"320648","WILSON","PRWJ","PRWJ","REP","U","UN","U","Age 41 - 65",2,2,0
"320649","WILSON","PRWL","PRWL","REP","U","UN","U","Age 41 - 65",1,1,0
"320650","WILSON","PRWP","PRWP","REP","U","UN","U","Age 41 - 65",2,2,0
"320655","NORTHAMPTON","REHOBE","REHOBE","REP","U","UN","U","Age 41 - 65",1,1,0
"320661","DUPLIN","ROCK","ROCK","REP","U","UN","U","Age 41 - 65",2,2,0
"320662","DUPLIN","ROSE","ROSE","REP","U","UN","U","Age 41 - 65",4,5,1
"320687","VANCE","SCRK","SCRK","REP","U","UN","U","Age 41 - 65",3,3,0
"320691","ONSLOW","SF18","SF18","REP","U","UN","U","Age 41 - 65",4,7,3
"320702","DUPLIN","SMCA","SMCA","REP","U","UN","U","Age 41 - 65",1,1,0
"320709","GRAHAM","STEC","STEC","REP","U","UN","U","Age 41 - 65",1,1,0
"320714","ONSLOW","SW19","SW19","REP","U","UN","U","Age 41 - 65",18,20,2
"320719","LINCOLN","TA37","TE27","REP","U","UN","U","Age 41 - 65",1,1,0
"320720","ONSLOW","TL06","TL06","REP","U","UN","U","Age 41 - 65",2,3,1
"320721","LINCOLN","TA37","TR30","REP","U","UN","U","Age 41 - 65",1,2,1
"320722","VANCE","NH","TWNS","REP","U","UN","U","Age 41 - 65",1,1,0
"320726","ONSLOW","VR15","VR15","REP","U","UN","U","Age 41 - 65",1,3,2
"320747","DUPLIN","WALL","WALL","REP","U","UN","U","Age 41 - 65",3,3,0
"320759","GRAHAM","WEST","WEST","REP","U","UN","U","Age 41 - 65",2,3,1
"320762","VANCE","WH","WH1","REP","U","UN","U","Age 41 - 65",2,2,0
"320763","VANCE","WH","WH2","REP","U","UN","U","Age 41 - 65",1,1,0
"320764","SWAIN","WHCH","WHCH","REP","U","UN","U","Age 41 - 65",1,1,0
"320769","VANCE","NH","WMSB","REP","U","UN","U","Age 41 - 65",1,2,1
"320770","ONSLOW","WN04","WN04","REP","U","UN","U","Age 41 - 65",4,5,1
"320771","NORTHAMPTON","WOODLA","WOODLA","REP","U","UN","U","Age 41 - 65",1,1,0
"320772","LINCOLN","WP32","WP32","REP","U","UN","U","Age 41 - 65",10,13,3
"320775","BURKE","0001","0001","UNA","U","UN","U","Age 41 - 65",2,4,2
"320790","BURKE","0011","0011","UNA","U","UN","U","Age 41 - 65",1,1,0
"320793","BURKE","0013","0013","UNA","U","UN","U","Age 41 - 65",1,1,0
"320794","BURKE","0014","0014","UNA","U","UN","U","Age 41 - 65",1,2,1
"320800","BURKE","0018","0018","UNA","U","UN","U","Age 41 - 65",1,1,0
"320806","BURKE","0020","0020","UNA","U","UN","U","Age 41 - 65",2,2,0
"320813","BURKE","0024","0024","UNA","U","UN","U","Age 41 - 65",1,1,0
"320826","BURKE","0034","0034","UNA","U","UN","U","Age 41 - 65",2,2,0
"320828","BURKE","0035","0035","UNA","U","UN","U","Age 41 - 65",2,2,0
"320829","BURKE","0036","0036","UNA","U","UN","U","Age 41 - 65",1,1,0
"320833","BURKE","0039","0039","UNA","U","UN","U","Age 41 - 65",1,1,0
"320838","BURKE","0040","0040","UNA","U","UN","U","Age 41 - 65",1,1,0
"320842","BURKE","0047-A","0047","UNA","U","UN","U","Age 41 - 65",1,3,2
"320846","BURKE","0051","0051","UNA","U","UN","U","Age 41 - 65",5,7,2
"320847","BURKE","0052","0052","UNA","U","UN","U","Age 41 - 65",4,4,0
"320848","BURKE","0053","0053","UNA","U","UN","U","Age 41 - 65",1,3,2
"320851","BURKE","0065","0065","UNA","U","UN","U","Age 41 - 65",1,1,0
"320854","BURKE","0070","0070","UNA","U","UN","U","Age 41 - 65",2,2,0
"320860","ALAMANCE","01","01","UNA","U","UN","U","Age 41 - 65",8,9,1
"320864","CATAWBA","01","01","UNA","U","UN","U","Age 41 - 65",2,2,0
"320925","YANCEY","01 BUR","01-BUR","UNA","U","UN","U","Age 41 - 65",4,6,2
"320959","ALAMANCE","02","02","UNA","U","UN","U","Age 41 - 65",3,3,0
"320962","CATAWBA","02","02","UNA","U","UN","U","Age 41 - 65",2,2,0
"320989","YANCEY","02 CAN","02-CAN","UNA","U","UN","U","Age 41 - 65",2,4,2
"321020","CATAWBA","03","03","UNA","U","UN","U","Age 41 - 65",2,3,1
"321037","YANCEY","03 EGY","03-EGY","UNA","U","UN","U","Age 41 - 65",1,1,0
"321054","ALAMANCE","035","035","UNA","U","UN","U","Age 41 - 65",7,8,1
"321067","ALAMANCE","03C","03C","UNA","U","UN","U","Age 41 - 65",3,3,0
"321068","ALAMANCE","03N","03N","UNA","U","UN","U","Age 41 - 65",5,5,0
"321069","ALAMANCE","03S","03S","UNA","U","UN","U","Age 41 - 65",11,18,7
"321070","ALAMANCE","03W","03W","UNA","U","UN","U","Age 41 - 65",4,7,3
"321071","ALAMANCE","04","04","UNA","U","UN","U","Age 41 - 65",5,9,4
"321081","ROBESON","04","04","UNA","U","UN","U","Age 41 - 65",1,1,0
"321118","YANCEY","04 RAM","04-RAM","UNA","U","UN","U","Age 41 - 65",1,2,1
"321136","ALAMANCE","05","05","UNA","U","UN","U","Age 41 - 65",2,6,4
"321138","CATAWBA","05","05","UNA","U","UN","U","Age 41 - 65",3,3,0
"321176","CATAWBA","06","06","UNA","U","UN","U","Age 41 - 65",5,5,0
"321198","YANCEY","06 JAC","06-JAC","UNA","U","UN","U","Age 41 - 65",1,2,1
"321206","ALAMANCE","063","063","UNA","U","UN","U","Age 41 - 65",5,9,4
"321209","ALAMANCE","064","064","UNA","U","UN","U","Age 41 - 65",5,6,1
"321221","ALAMANCE","06E","06E","UNA","U","UN","U","Age 41 - 65",6,13,7
"321222","ALAMANCE","06N","06N","UNA","U","UN","U","Age 41 - 65",11,19,8
"321223","ALAMANCE","06S","06S","UNA","U","UN","U","Age 41 - 65",6,6,0
"321225","ALAMANCE","07","07","UNA","U","UN","U","Age 41 - 65",1,3,2
"321228","CATAWBA","07","07","UNA","U","UN","U","Age 41 - 65",1,1,0
"321271","CATAWBA","08","08","UNA","U","UN","U","Age 41 - 65",2,2,0
"321294","YANCEY","08 CRA","08-CRA","UNA","U","UN","U","Age 41 - 65",1,1,0
"321309","ALAMANCE","08N","08N","UNA","U","UN","U","Age 41 - 65",5,10,5
"321310","ALAMANCE","08S","08S","UNA","U","UN","U","Age 41 - 65",1,2,1
"321313","CATAWBA","09","09","UNA","U","UN","U","Age 41 - 65",2,3,1
"321329","YANCEY","09 SOU","09-SOU","UNA","U","UN","U","Age 41 - 65",1,1,0
"321345","ALAMANCE","09N","09N","UNA","U","UN","U","Age 41 - 65",7,7,0
"321346","ALAMANCE","09S","09S","UNA","U","UN","U","Age 41 - 65",9,11,2
"321348","GATES","1","1","UNA","U","UN","U","Age 41 - 65",3,5,2
"321351","CATAWBA","10","10","UNA","U","UN","U","Age 41 - 65",2,2,0
"321370","YANCEY","10 PEN","10-PEN","UNA","U","UN","U","Age 41 - 65",1,1,0
"321384","ALAMANCE","103","103","UNA","U","UN","U","Age 41 - 65",7,9,2
"321407","ALAMANCE","10N","10N","UNA","U","UN","U","Age 41 - 65",8,10,2
"321408","ALAMANCE","10S","10S","UNA","U","UN","U","Age 41 - 65",29,37,8
"321409","ALAMANCE","11","11","UNA","U","UN","U","Age 41 - 65",4,7,3
"321418","ROBESON","11","11","UNA","U","UN","U","Age 41 - 65",1,1,0
"321491","ALAMANCE","1210","1210","UNA","U","UN","U","Age 41 - 65",2,5,3
"321498","ALAMANCE","125","125","UNA","U","UN","U","Age 41 - 65",3,3,0
"321500","ALAMANCE","126","126","UNA","U","UN","U","Age 41 - 65",2,2,0
"321502","ALAMANCE","127","127","UNA","U","UN","U","Age 41 - 65",10,23,13
"321504","ALAMANCE","128","128","UNA","U","UN","U","Age 41 - 65",10,10,0
"321507","ALAMANCE","129","129","UNA","U","UN","U","Age 41 - 65",5,6,1
"321510","ALAMANCE","12E","12E","UNA","U","UN","U","Age 41 - 65",5,12,7
"321511","ALAMANCE","12N","12N","UNA","U","UN","U","Age 41 - 65",4,9,5
"321512","ALAMANCE","12S","12S","UNA","U","UN","U","Age 41 - 65",6,9,3
"321513","ALAMANCE","12W","12W","UNA","U","UN","U","Age 41 - 65",5,8,3
"321514","ALAMANCE","13","13","UNA","U","UN","U","Age 41 - 65",6,12,6
"321550","CATAWBA","14","14","UNA","U","UN","U","Age 41 - 65",1,1,0
"321576","CHATHAM","15","15","UNA","U","UN","U","Age 41 - 65",14,16,2
"321611","CATAWBA","16","16","UNA","U","UN","U","Age 41 - 65",4,4,0
"321632","CATAWBA","17","17","UNA","U","UN","U","Age 41 - 65",2,3,1
"321653","CHATHAM","18","18","UNA","U","UN","U","Age 41 - 65",8,9,1
"321671","CATAWBA","19","19","UNA","U","UN","U","Age 41 - 65",2,2,0
"321699","GATES","2","2","UNA","U","UN","U","Age 41 - 65",2,2,0
"321706","CATAWBA","20","20","UNA","U","UN","U","Age 41 - 65",4,5,1
"321707","CHATHAM","20","20","UNA","U","UN","U","Age 41 - 65",9,9,0
"321746","CATAWBA","21","21","UNA","U","UN","U","Age 41 - 65",2,3,1
"321747","CHATHAM","21","21","UNA","U","UN","U","Age 41 - 65",10,10,0
"321751","ROBESON","21","21","UNA","U","UN","U","Age 41 - 65",1,2,1
"321766","CATAWBA","22","22","UNA","U","UN","U","Age 41 - 65",5,8,3
"321784","CATAWBA","23","23","UNA","U","UN","U","Age 41 - 65",3,4,1
"321801","CATAWBA","24","24","UNA","U","UN","U","Age 41 - 65",5,5,0
"321802","CHATHAM","24","24","UNA","U","UN","U","Age 41 - 65",1,1,0
"321813","CATAWBA","25","25","UNA","U","UN","U","Age 41 - 65",3,4,1
"321821","CATAWBA","26","26","UNA","U","UN","U","Age 41 - 65",2,3,1
"321826","ROBESON","26A","26","UNA","U","UN","U","Age 41 - 65",1,2,1
"321828","CATAWBA","27","27","UNA","U","UN","U","Age 41 - 65",3,5,2
"321835","CATAWBA","28","28","UNA","U","UN","U","Age 41 - 65",4,5,1
"321844","CATAWBA","29","29","UNA","U","UN","U","Age 41 - 65",1,1,0
"321852","CHATHAM","3","3","UNA","U","UN","U","Age 41 - 65",4,6,2
"321853","GATES","3","3","UNA","U","UN","U","Age 41 - 65",1,3,2
"321857","CATAWBA","30","30","UNA","U","UN","U","Age 41 - 65",7,8,1
"321858","CHATHAM","30","30","UNA","U","UN","U","Age 41 - 65",4,4,0
"321875","CATAWBA","31","31","UNA","U","UN","U","Age 41 - 65",6,8,2
"321879","ROBESON","32A","31","UNA","U","UN","U","Age 41 - 65",2,3,1
"321881","CATAWBA","32","32","UNA","U","UN","U","Age 41 - 65",1,1,0
"321888","CATAWBA","33","33","UNA","U","UN","U","Age 41 - 65",7,7,0
"321894","CATAWBA","34","34","UNA","U","UN","U","Age 41 - 65",1,1,0
"321902","CATAWBA","35","35","UNA","U","UN","U","Age 41 - 65",5,8,3
"321908","CATAWBA","36","36","UNA","U","UN","U","Age 41 - 65",5,5,0
"321915","CATAWBA","37","37","UNA","U","UN","U","Age 41 - 65",3,4,1
"321920","CATAWBA","38","38","UNA","U","UN","U","Age 41 - 65",3,4,1
"321927","CATAWBA","39","39","UNA","U","UN","U","Age 41 - 65",5,5,0
"321937","CATAWBA","40","40","UNA","U","UN","U","Age 41 - 65",1,2,1
"321947","CATAWBA","41","41","UNA","U","UN","U","Age 41 - 65",9,10,1
"321950","ROBESON","41","41","UNA","U","UN","U","Age 41 - 65",2,3,1
"321953","CHATHAM","42","42","UNA","U","UN","U","Age 41 - 65",8,8,0
"321965","CHATHAM","45","45","UNA","U","UN","U","Age 41 - 65",5,5,0
"321980","GATES","4N","4N","UNA","U","UN","U","Age 41 - 65",5,7,2
"322007","CHATHAM","6","6","UNA","U","UN","U","Age 41 - 65",3,5,2
"322042","CHATHAM","75","75","UNA","U","UN","U","Age 41 - 65",20,22,2
"322044","CHATHAM","78","78","UNA","U","UN","U","Age 41 - 65",20,23,3
"322056","CHATHAM","85","85","UNA","U","UN","U","Age 41 - 65",8,9,1
"322075","SWAIN","ALMOND","ALMOND","UNA","U","UN","U","Age 41 - 65",1,1,0
"322077","CASWELL","ANDE","ANDE","UNA","U","UN","U","Age 41 - 65",1,3,2
"322081","LINCOLN","AS25","AS25","UNA","U","UN","U","Age 41 - 65",2,2,0
"322096","SWAIN","BC1","BC1","UNA","U","UN","U","Age 41 - 65",1,3,2
"322097","LINCOLN","BC13","BC13","UNA","U","UN","U","Age 41 - 65",1,2,1
"322098","ONSLOW","BC21","BC21","UNA","U","UN","U","Age 41 - 65",8,14,6
"322118","ONSLOW","BM08","BM08","UNA","U","UN","U","Age 41 - 65",8,11,3
"322122","LINCOLN","BS26","BS26","UNA","U","UN","U","Age 41 - 65",3,3,0
"322132","DUPLIN","CALY","CALY","UNA","U","UN","U","Age 41 - 65",1,1,0
"322179","LINCOLN","CF19","CF19","UNA","U","UN","U","Age 41 - 65",3,3,0
"322189","DUPLIN","CHAR","CHAR","UNA","U","UN","U","Age 41 - 65",2,2,0
"322206","LINCOLN","HC33","CR06","UNA","U","UN","U","Age 41 - 65",2,3,1
"322207","ONSLOW","CR07","CR07","UNA","U","UN","U","Age 41 - 65",6,11,5
"322210","NORTHAMPTON","CREEKS","CREEKS","UNA","U","UN","U","Age 41 - 65",1,1,0
"322219","DUPLIN","CYCK","CYCK","UNA","U","UN","U","Age 41 - 65",1,1,0
"322223","VANCE","CC","DABN","UNA","U","UN","U","Age 41 - 65",2,3,1
"322226","LINCOLN","DN29","DN29","UNA","U","UN","U","Age 41 - 65",2,3,1
"322228","LINCOLN","DV08","DV08","UNA","U","UN","U","Age 41 - 65",1,1,0
"322233","LINCOLN","DW28","DW28","UNA","U","UN","U","Age 41 - 65",8,8,0
"322240","GRAHAM","EAST","EAST","UNA","U","UN","U","Age 41 - 65",3,3,0
"322249","VANCE","EH1","EH1","UNA","U","UN","U","Age 41 - 65",2,6,4
"322252","ONSLOW","EN03","EN03","UNA","U","UN","U","Age 41 - 65",18,27,9
"322259","CHATHAM","ESC114","ESC114","UNA","U","UN","U","Age 41 - 65",12,16,4
"322261","DUPLIN","FAIS","FAIS","UNA","U","UN","U","Age 41 - 65",1,1,0
"322279","ONSLOW","FS16","FS16","UNA","U","UN","U","Age 41 - 65",6,10,4
"322376","NORTHAMPTON","GARYSB","GARYSB","UNA","U","UN","U","Age 41 - 65",4,6,2
"322377","NORTHAMPTON","GASTON","GASTON","UNA","U","UN","U","Age 41 - 65",4,7,3
"322379","ONSLOW","GB12","GB12","UNA","U","UN","U","Age 41 - 65",4,5,1
"322427","DUPLIN","HALL","HALL","UNA","U","UN","U","Age 41 - 65",2,3,1
"322434","LINCOLN","ST36","HG17","UNA","U","UN","U","Age 41 - 65",2,3,1
"322436","CASWELL","PH","HIGH","UNA","U","UN","U","Age 41 - 65",6,6,0
"322439","ONSLOW","HM05","HM05","UNA","U","UN","U","Age 41 - 65",4,9,5
"322446","ONSLOW","HU20","HU20","UNA","U","UN","U","Age 41 - 65",5,6,1
"322452","LINCOLN","HC33","HV07","UNA","U","UN","U","Age 41 - 65",1,1,0
"322455","LINCOLN","IS20","IS20","UNA","U","UN","U","Age 41 - 65",1,2,1
"322456","LINCOLN","IS23","IS23","UNA","U","UN","U","Age 41 - 65",5,5,0
"322459","ONSLOW","JA01","JA01","UNA","U","UN","U","Age 41 - 65",8,14,6
"322475","DUPLIN","KENA","KENA","UNA","U","UN","U","Age 41 - 65",4,4,0
"322478","VANCE","KITT","KITT","UNA","U","UN","U","Age 41 - 65",2,7,5
"322489","CASWELL","LEAS","LEAS","UNA","U","UN","U","Age 41 - 65",1,1,0
"322498","LINCOLN","LN11","LN11","UNA","U","UN","U","Age 41 - 65",3,4,1
"322499","DUPLIN","LOCK","LOCK","UNA","U","UN","U","Age 41 - 65",1,2,1
"322500","CASWELL","LOCU","LOCU","UNA","U","UN","U","Age 41 - 65",3,4,1
"322504","LINCOLN","LS12","LS12","UNA","U","UN","U","Age 41 - 65",1,2,1
"322508","LINCOLN","LW18","LW18","UNA","U","UN","U","Age 41 - 65",1,1,0
"322509","LINCOLN","LW31","LW31","UNA","U","UN","U","Age 41 - 65",8,8,0
"322518","DUPLIN","MAGN","MAGN","UNA","U","UN","U","Age 41 - 65",1,4,3
"322524","CHATHAM","MCH110","MCH110","UNA","U","UN","U","Age 41 - 65",53,65,12
"322535","VANCE","MIDD","MIDD","UNA","U","UN","U","Age 41 - 65",2,3,1
"322536","CASWELL","MILT","MILT","UNA","U","UN","U","Age 41 - 65",3,4,1
"322539","ONSLOW","ML23","ML23","UNA","U","UN","U","Age 41 - 65",2,5,3
"322547","ONSLOW","MT24","MT24","UNA","U","UN","U","Age 41 - 65",5,11,6
"322560","LINCOLN","NB35","NB03","UNA","U","UN","U","Age 41 - 65",2,2,0
"322569","ONSLOW","NE22A","NE22","UNA","U","UN","U","Age 41 - 65",3,5,2
"322570","ONSLOW","NE22B","NE22","UNA","U","UN","U","Age 41 - 65",2,2,0
"322576","VANCE","NH1","NH1","UNA","U","UN","U","Age 41 - 65",3,7,4
"322586","CHATHAM","NWM117","NWM117","UNA","U","UN","U","Age 41 - 65",36,40,4
"322590","LINCOLN","ST36","OG10","UNA","U","UN","U","Age 41 - 65",1,1,0
"322598","JONES","P01","P01","UNA","U","UN","U","Age 41 - 65",1,2,1
"322604","BLADEN","P15","P15","UNA","U","UN","U","Age 41 - 65",1,1,0
"322607","BLADEN","P201","P201","UNA","U","UN","U","Age 41 - 65",1,2,1
"322613","BLADEN","P501","P501","UNA","U","UN","U","Age 41 - 65",1,1,0
"322614","BLADEN","P502","P502","UNA","U","UN","U","Age 41 - 65",1,1,0
"322615","BLADEN","P60","P60","UNA","U","UN","U","Age 41 - 65",1,1,0
"322622","LINCOLN","PC22","PC22","UNA","U","UN","U","Age 41 - 65",2,3,1
"322625","CASWELL","PELH","PELH","UNA","U","UN","U","Age 41 - 65",6,10,4
"322631","CHATHAM","PIT113","PIT113","UNA","U","UN","U","Age 41 - 65",24,33,9
"322698","WILSON","PRCR","PRCR","UNA","U","UN","U","Age 41 - 65",1,1,0
"322701","WILSON","PROL","PROL","UNA","U","UN","U","Age 41 - 65",3,5,2
"322702","CASWELL","PH","PROS","UNA","U","UN","U","Age 41 - 65",4,5,1
"322703","CASWELL","PROVI","PROVI","UNA","U","UN","U","Age 41 - 65",1,1,0
"322704","WILSON","PRSP","PRSP","UNA","U","UN","U","Age 41 - 65",4,4,0
"322705","WILSON","PRST","PRST","UNA","U","UN","U","Age 41 - 65",2,4,2
"322706","WILSON","PRTA","PRTA","UNA","U","UN","U","Age 41 - 65",8,11,3
"322707","WILSON","PRTO","PRTO","UNA","U","UN","U","Age 41 - 65",1,3,2
"322708","WILSON","PRWA","PRWA","UNA","U","UN","U","Age 41 - 65",1,4,3
"322709","WILSON","PRWC","PRWC","UNA","U","UN","U","Age 41 - 65",2,4,2
"322710","WILSON","PRWD","PRWD","UNA","U","UN","U","Age 41 - 65",1,1,0
"322711","WILSON","PRWE","PRWE","UNA","U","UN","U","Age 41 - 65",4,6,2
"322712","WILSON","PRWI","PRWI","UNA","U","UN","U","Age 41 - 65",4,11,7
"322713","WILSON","PRWJ","PRWJ","UNA","U","UN","U","Age 41 - 65",3,6,3
"322714","WILSON","PRWL","PRWL","UNA","U","UN","U","Age 41 - 65",2,3,1
"322715","WILSON","PRWM","PRWM","UNA","U","UN","U","Age 41 - 65",2,4,2
"322716","WILSON","PRWN","PRWN","UNA","U","UN","U","Age 41 - 65",2,5,3
"322717","WILSON","PRWP","PRWP","UNA","U","UN","U","Age 41 - 65",3,3,0
"322718","WILSON","PRWQ","PRWQ","UNA","U","UN","U","Age 41 - 65",1,2,1
"322719","WILSON","PRWR","PRWR","UNA","U","UN","U","Age 41 - 65",6,15,9
"322729","NORTHAMPTON","RICH S","RICH-S","UNA","U","UN","U","Age 41 - 65",2,2,0
"322732","ONSLOW","RL09","RL09","UNA","U","UN","U","Age 41 - 65",2,7,5
